id,name,rating,themes,keywords,involved_companies,first_release_year
19769,Earthworm Jim: Special Edition,0.0,"[""Action"", ""Science fiction"", ""Comedy""]","[""2d platformer"", ""2d animation"", ""retroachievements""]","[""Shiny Entertainment"", ""Interplay Entertainment"", ""Kinesoft"", ""Activision"", ""Virgin Interactive Entertainment""]",1995
5388,Formula One World Championship: Beyond the Limit,0.0,[],"[""grand prix"", ""box art - real photos"", ""voice acting"", ""cow"", ""full motion video"", ""leaderboard"", ""british grand prix"", ""german grand prix"", ""hungarian grand prix"", ""italian grand prix"", ""japanese grand prix"", ""australian grand prix"", ""brazilian grand prix"", ""spanish grand prix"", ""canadian grand prix"", ""product placement"", ""european grand prix"", ""san marino grand prix"", ""portuguese grand prix""]","[""Sega"", ""Fuji Television""]",1994
3198,Shining Force CD,75.3,"[""Fantasy""]",[],"[""Sega Enterprises, Ltd."", ""Sega of America"", ""Sonic Co. Ltd""]",1994
5334,Lunar: The Silver Star,81.6,"[""Open world"", ""Romance""]","[""murder"", ""magic"", ""turn-based"", ""death"", ""chosen one"", ""hostages"", ""artificial intelligence"", ""pixel art"", ""singing"", ""boss fight"", ""leveling up"", ""human"", ""bow and arrow"", ""damsel in distress"", ""transforming boss"", ""party system"", ""non-player character"", ""checkpoints"", ""saving the world"", ""melee"", ""coming of age"", ""floating island"", ""plot twist"", ""power of friendship"", ""not-so-bad guys"", ""in-engine cinematic"", ""random encounter"", ""anti-villain"", ""slideshow cutscene"", ""god complex"", ""secret past"", ""j-pop"", ""hero turned evil"", ""level scaling"", ""tragic villain"", ""localized soundtrack""]","[""Studio Alex"", ""Working Designs"", ""Game Arts""]",1992
4293,Sewer Shark,0.0,"[""Action"", ""Science fiction""]","[""rail shooter"", ""shark"", ""cinematic"", ""futuristic"", ""box art - real photos"", ""voice acting"", ""full motion video"", ""launch titles"", ""pack-in game"", ""live-action cutscene""]","[""Digital Pictures"", ""Sony Imagesoft"", ""Hasbro Interactive""]",1992
5395,Jaguar XJ220,0.0,[],[],"[""Core Design""]",1992
5451,Snatcher,75.2,"[""Fantasy"", ""Science fiction""]","[""cyberpunk"", ""detective"", ""androids"", ""futuristic"", ""japan""]","[""Konami""]",1992
5405,NHL '94,71.5,[],"[""ice hockey"", ""national hockey league"", ""ice skating"", ""box art - real photos"", ""year in the title"", ""difficulty level"", ""penalties"", ""montreal canadiens"", ""new york rangers"", ""stanley cup""]","[""EA Canada"", ""EA Sports"", ""High Score Productions"", ""Park Place Productions""]",1993
5428,Rise of the Dragon,70.0,"[""Action"", ""Science fiction"", ""Mystery""]","[""martial arts"", ""cyberpunk"", ""detective"", ""murder"", ""futuristic"", ""hand-to-hand combat"", ""action-adventure"", ""graphic adventure"", ""alternative puzzle solutions"", ""murder mystery"", ""tag teaming"", ""scummvm compatible""]","[""Dynamix"", ""Sega"", ""Sierra On-Line"", ""Game Arts"", ""Activision""]",1990
5460,Vay,0.0,"[""Open world""]","[""magic"", ""grinding"", ""death"", ""undead"", ""artificial intelligence"", ""revenge"", ""boss fight"", ""leveling up"", ""damsel in distress"", ""poisoning"", ""random encounter""]","[""Hertz"", ""Working Designs"", ""SoMoGa"", ""SIMS Co., Ltd""]",1993
93049,Road Avenger,0.0,"[""Action""]","[""full motion video""]","[""Renovation Products"", ""Data East Corporation"", ""Victor Interactive Software"", ""Wolf Team"", ""Telenet Japan"", ""Ecseco"", ""Revolutionary Concepts"", ""Sega""]",1985
4403,Wolfchild,63.5,"[""Action"", ""Science fiction""]","[""side-scrolling"", ""evil organization""]","[""Core Design"", ""Tec Toy""]",1993
4379,Batman Returns,72.6,"[""Action""]","[""16-bit"", ""death"", ""based on - movie"", ""superhero"", ""bats"", ""licensed game"", ""clowns"", ""protagonist's name in the title"", ""cat"", ""difficulty level"", ""japanese games based on western ips"", ""cheat code"", ""sega channel"", ""crime fighting"", ""vigilante""]","[""Sega"", ""Malibu Interactive"", ""Tec Toy""]",1992
5401,Lunar: Eternal Blue,90.0,"[""Fantasy""]",[],"[""Working Designs"", ""Studio Alex"", ""Game Arts""]",1994
139169,Double Switch,0.0,"[""Action"", ""Horror""]",[],"[""Digital Pictures""]",1995
2205,The Adventures of Willy Beamish,73.5,"[""Comedy""]","[""death"", ""frog"", ""digital distribution"", ""metagame"", ""scummvm compatible""]","[""Sierra On-Line"", ""Dynamix""]",1991
5437,Silpheed,54.2,"[""Action"", ""Science fiction""]","[""rail shooter"", ""shoot 'em up"", ""2.5d"", ""on-rails"", ""polygonal 3d"", ""vertical scrolling"", ""real-time over pre-rendered movies""]","[""Sega"", ""Game Arts"", ""Tec Toy Indústria de Brinquedos"", ""Synergistic Software, Inc."", ""Sierra""]",1986
5378,Ecco the Dolphin,73.6,"[""Action"", ""Science fiction""]","[""aliens"", ""underwater"", ""time travel"", ""shark"", ""maze"", ""dolphin"", ""difficult"", ""action-adventure"", ""side-scrolling"", ""classic"", ""steam"", ""bird"", ""achievements"", ""blocks"", ""atmospheric"", ""pixel art"", ""time machine"", ""echolocation"", ""swimming"", ""boss fight"", ""digital distribution"", ""xbox controller support for pc"", ""protagonist's name in the title"", ""pop culture reference"", ""aquatic"", ""non-humanoid protagonist"", ""virtual console"", ""launch titles"", ""emulation"", ""non-player character"", ""descendants of other characters"", ""save point"", ""ice stage"", ""escort mission"", ""stereoscopic 3d"", ""underwater gameplay"", ""subtitled silence"", ""crab"", ""digital rights management"", ""sega channel"", ""jellyfish"", ""been here before"", ""tentacles"", ""auto-scrolling levels"", ""temporary invincibility"", ""onlive"", ""ancient advanced civilization technology"", ""time paradox"", ""whale"", ""male protagonist"", ""wii virtual console"", ""fan translation - portuguese"", ""nintendo switch online - expansion pack""]","[""Novotrade"", ""Tec Toy"", ""Sega""]",1992
5430,Robo Aleste,61.8,[],"[""shoot 'em up"", ""vertical scrolling""]","[""Tengen"", ""Compile""]",1992
45155,Mortal Kombat Gold,59.8,[],[],"[""Eurocom Entertainment Software"", ""Midway""]",1999
9580,Grandia II,79.8,"[""Fantasy""]","[""steam"", ""overworld"", ""singing"", ""sequel"", ""pax prime 2015""]","[""Enix Corporation"", ""Rocket Studio, Inc."", ""Game Arts"", ""Ubi Soft Entertainment""]",2000
3483,ECW Hardcore Revolution,59.1,"[""Non-fiction""]","[""bloody"", ""wrestling"", ""box art - real photos"", ""professional wrestler"", ""tag teaming"", ""difficulty level"", ""finishing move"", ""crude renditions of real people"", ""color cartridges"", ""rumble pak"", ""controller pak""]","[""Acclaim Studios Salt Lake City"", ""Acclaim Entertainment""]",2000
322268,Gauntlet Legends,0.0,"[""Action"", ""Fantasy""]","[""wizards"", ""magic"", ""potions"", ""boss fight"", ""character select screen"", ""bow and arrow"", ""warrior"", ""valkyries""]","[""Midway Games West"", ""Midway Games""]",2000
6716,Bomberman Online,0.0,"[""Action"", ""Survival"", ""Party""]","[""anime"", ""minigames"", ""time limit"", ""online"", ""blocks"", ""boss fight"", ""alternate costumes"", ""customizable characters"", ""customization"", ""collectibles"", ""unlockables"", ""destructible environment"", ""water level"", ""trophies"", ""multiplayer lan"", ""team deathmatch"", ""retroachievements""]","[""Hudson Soft"", ""Sega""]",2001
205980,Virtua Tennis,0.0,[],[],[],2002
78087,Aa! Megami-sama,0.0,[],"[""anime"", ""gods"", ""based on - anime""]","[""NEC Home Electronics""]",1997
3711,Alien Front Online,0.0,"[""Action"", ""Science fiction""]","[""aliens"", ""vehicular combat"", ""time limit"", ""online"", ""capture the flag"", ""tank"", ""alien invasion"", ""vehicle combat"", ""death match"", ""polygonal 3d"", ""difficulty level"", ""respawning"", ""nuclear bomb"", ""team deathmatch"", ""voice chat"", ""sega naomi""]","[""Sega"", ""WOW Entertainment""]",2001
81512,Who Wants to Be a Millionaire,0.0,"[""Educational""]","[""game show"", ""based on - tv show"", ""licensed game""]","[""Ludia, Inc."", ""Encore"", ""Ubisoft Entertainment""]",2010
21969,Sonic Shuffle,88.0,"[""Action"", ""Party""]","[""minigames"", ""turn-based"", ""multiple protagonists"", ""high score"", ""talking animals"", ""boss fight"", ""anthropomorphism"", ""card based combat"", ""playing cards"", ""voice acting"", ""minigame collection"", ""hedgehog"", ""auto-saving"", ""spiky-haired protagonist""]","[""Hudson Soft"", ""Sonic Team"", ""Sega""]",2000
13096,Project Justice,80.8,[],"[""martial arts"", ""gangs"", ""hand-to-hand combat"", ""multiple endings"", ""camera"", ""boss fight"", ""special attacks"", ""unlockables"", ""tag teaming"", ""character creation"", ""player vs player"", ""melee"", ""unbeatable enemies"", ""villain"", ""rivalry"", ""linear gameplay"", ""finishing move"", ""comic book cutscene"", ""bots"", ""objective-based team gameplay"", ""nameless location""]","[""Capcom""]",2000
22849,Psychic Force 2012,0.0,"[""Action"", ""Science fiction""]","[""anime"", ""flight"", ""sequel"", ""playstation network"", ""digital distribution"", ""psone classics"", ""playstation tv support"", ""backwards compatibility""]","[""JVC Musical Industries Europe"", ""Office Create"", ""Square Enix"", ""UNBALANCE"", ""Taito"", ""Acclaim""]",1998
6347,ChuChu Rocket!,74.3,"[""Action"", ""Science fiction""]","[""online"", ""traps"", ""timer"", ""cat"", ""mouse"", ""virtual console"", ""launch titles"", ""wii u virtual console"", ""game boy advance link cable support""]","[""Sonic Team"", ""Sega""]",1999
4355,Power Stone,70.2,"[""Action""]",[],"[""Eidos Interactive"", ""Capcom""]",1999
1551,Virtua Fighter 3,88.0,"[""Action""]","[""martial arts"", ""ninja"", ""hand-to-hand combat"", ""artificial intelligence"", ""sequel"", ""high score"", ""geometry"", ""alternate costumes"", ""character select screen"", ""polygonal 3d"", ""launch titles"", ""motion blur"", ""melee"", ""grapple"", ""survival mode"", ""motion capture animation"", ""particle system"", ""wrestling moves in non-wrestling games"", ""overweight character"", ""sega model 3""]","[""Sega AM2"", ""Sega""]",1996
3319,Metropolis Street Racer,89.9,[],"[""burnout"", ""day/night cycle""]","[""Sega"", ""Bizarre Creations""]",2000
6602,Space Channel 5,70.5,"[""Action"", ""Science fiction""]","[""anime"", ""adult"", ""guitar playing"", ""ufo"", ""spaceship"", ""female protagonist"", ""dancing"", ""camera"", ""high score"", ""boss fight"", ""music and rhythm"", ""voice acting"", ""cameo appearance"", ""collectibles"", ""original soundtrack release"", ""saving the world"", ""linear gameplay"", ""musicians"", ""simon says"", ""j-pop"", ""vmu support"", ""fan translation - english""]","[""United Game Artists"", ""Sega"", ""Agetec""]",1999
23132,Evolution: The World of Sacred Device,0.0,"[""Fantasy""]","[""anime"", ""turn-based"", ""boss fight"", ""shopping"", ""rat"", ""party system"", ""save point"", ""young protagonist"", ""a.i. companion"", ""stat tracking"", ""randomly generated maps"", ""healer"", ""plot twist"", ""spiky-haired protagonist"", ""poisoning"", ""fast traveling"", ""mute character"", ""male protagonist""]","[""Sting Entertainment"", ""Entertainment Software Publishing""]",1999
249133,San Francisco Rush 2049,0.0,"[""Science fiction""]",[],[],2000
13777,The House of the Dead 2,72.9,"[""Action"", ""Science fiction"", ""Horror""]","[""zombies"", ""rail shooter"", ""bloody"", ""shoot 'em up"", ""death"", ""bromance"", ""multiple endings"", ""undead"", ""on-rails"", ""crime"", ""high score"", ""voice acting"", ""game title announcer"", ""launch titles"", ""non-player character"", ""extreme violence"", ""vision obstruction"", ""peripherals"", ""auto-scrolling levels"", ""quick time event"", ""strategic dismemberment"", ""greatest hits""]","[""WOW Entertainment"", ""Sega""]",1998
62227,Plus Plum 2,0.0,"[""Action""]","[""anime"", ""match 3"", ""stylized"", ""story mode""]","[""Takuyo""]",2004
9190,Cyber Troopers Virtual-On Oratorio Tangram,0.0,"[""Action"", ""Science fiction""]","[""vehicular combat"", ""mech"", ""robots"", ""online"", ""vehicle combat"", ""explosion"", ""customization"", ""ranking system"", ""polygonal 3d"", ""robot protagonist"", ""duel"", ""xbox one backwards compatibility"", ""keyboard and mouse support for consoles"", ""online multiplayer achievements""]","[""Sega"", ""Activision"", ""Sega AM3"", ""Sega AM2""]",1998
21968,Phantasy Star Online,78.2,"[""Action"", ""Fantasy"", ""Science fiction""]","[""online"", ""gender exclusive equipment""]","[""Sonic Team"", ""Sega""]",2000
1218,Shenmue II,82.4,"[""Action"", ""Fantasy"", ""Historical"", ""Sandbox""]","[""helicopter"", ""martial arts"", ""hand-to-hand combat"", ""action-adventure"", ""karate"", ""time limit"", ""multiple endings"", ""artificial intelligence"", ""crime"", ""revenge"", ""kung fu"", ""sequel"", ""high score"", ""day/night cycle"", ""single-player only"", ""voice acting"", ""cat"", ""polygonal 3d"", ""collectibles"", ""emulation"", ""motion blur"", ""non-player character"", ""moral decisions"", ""branching storyline"", ""real-time combat"", ""vending machine interaction"", ""rpg elements"", ""mercenary"", ""coming of age"", ""arcade cabinet"", ""interactive environments"", ""realism"", ""motion capture animation"", ""wrestling moves in non-wrestling games"", ""quick time event"", ""quest tracking"", ""spiky-haired protagonist"", ""ambient music"", ""day-based narrative"", ""cancelled episodic game series"", ""the 1980s"", ""disc streaming"", ""persistent world"", ""cliffhanger"", ""tomboy"", ""timeskip"", ""tragic hero"", ""product placement"", ""dark second act"", ""metagame"", ""arm wrestling"", ""xbox 360 backwards compatibility"", ""unresolved stories"", ""asian protagonist""]","[""Microsoft Game Studios"", ""Sega"", ""Rutubo Games"", ""Sega AM2""]",2001
176907,Fatal Fury: Mark of the Wolves,0.0,[],[],"[""Agetec"", ""SNK""]",2001
1805,Crazy Taxi,73.4,"[""Action"", ""Comedy"", ""Sandbox"", ""Open world""]","[""minigames"", ""burnout"", ""arcade racers"", ""steam"", ""achievements"", ""time limit"", ""building"", ""drifting"", ""pizza"", ""high score"", ""digital distribution"", ""xbox controller support for pc"", ""countdown timer"", ""playstation trophies"", ""60 fps on consoles"", ""character select screen"", ""voice acting"", ""game title announcer"", ""licensed soundtrack"", ""launch titles"", ""escort mission"", ""pick your gender"", ""rock music"", ""xbox one backwards compatibility"", ""onlive"", ""in-game advertising"", ""arcade driving physics"", ""trilogy"", ""sega naomi"", ""product placement"", ""greatest hits"", ""avatar awards"", ""sega forever"", ""wheelman"", ""interactive achievement awards 2000"", ""dreamcast fishing controller support"", ""game developers choice awards 2001"", ""player's choice""]","[""Sega"", ""Hitmaker"", ""Acclaim Entertainment"", ""Acclaim Studios Cheltenham"", ""Activision Value"", ""Sega Studios"", ""Strangelite Limited""]",1999
3443,Bangai-O,0.0,"[""Action"", ""Science fiction""]","[""anime"", ""mech"", ""robots"", ""space battle"", ""full-screen attack"", ""rumble pak""]","[""Treasure"", ""D3 Publisher"", ""ESP"", ""Swing! Entertainment Media"", ""Conspiracy Entertainment""]",1999
145186,Jet Grind Radio,0.0,"[""Action""]",[],"[""Sega"", ""THQ"", ""Vicarious Visions"", ""Smilebit"", ""Atari, Inc.""]",2003
193313,Rayman 2: The Great Escape,95.3,"[""Action"", ""Fantasy""]",[],"[""Ubisoft Montpellier"", ""Ubisoft Entertainment""]",1999
19007,Skies of Arcadia,86.7,"[""Action"", ""Fantasy"", ""Open world""]","[""pirates"", ""multiple protagonists"", ""boss fight"", ""single-player only"", ""leveling up"", ""polygonal 3d"", ""love triangle"", ""special attacks"", ""non-player character"", ""descendants of other characters"", ""vehicle customization"", ""unbeatable enemies"", ""coming of age"", ""floating island"", ""poverty"", ""teenager"", ""random encounter"", ""dual wielding"", ""giant squid"", ""battle screen"", ""airship"", ""bounty hunting"", ""world war iii"", ""vmu support"", ""ship deck battle""]","[""Overworks"", ""Sega""]",2000
47285,Airforce Delta,0.0,"[""Warfare""]",[],[],2000
